rank,id,name,source,country,gender,age,image,current_worth,previous_worth
2230,john-van-lieshout,John Van Lieshout,Real estate,Australia,M,79,https://specials-images.forbesimg.com/imageserve/61a52212402ed8086d7a1ac9/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,1.6,1.6
2231,jeffrey-gundlach,Jeffrey Gundlach,Investments,United States,M,66,https://specials-images.forbesimg.com/imageserve/5d8b402418444200084e77ee/416x416.jpg?background=000000&cropX1=1349&cropX2=2903&cropY1=74&cropY2=1627,1.6,1.6
2232,ronald-perelman,Ronald Perelman,Leveraged buyouts,United States,M,82,https://specials-images.forbesimg.com/imageserve/5f4e6a3053a1cbfeb0b167b8/416x416.jpg?background=000000&cropX1=866&cropX2=1623&cropY1=0&cropY2=757,1.6,1.6
2233,david-mindus,David Mindus,Real estate,Sweden,M,53,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.7
2234,patrick-zalupski,Patrick Zalupski,homebuilding,United States,M,44,https://specials-images.forbesimg.com/imageserve/6086db374a82de9614827c3a/416x416.jpg?background=000000&cropX1=6&cropX2=1076&cropY1=49&cropY2=1120,1.6,1.7
2235,heloise-pratt,Heloise Pratt,"Manufacturing, investment ",Australia,F,63,https://specials-images.forbesimg.com/imageserve/67aa675b959ed652d0304f13/416x416.jpg?background=000000&cropX1=0&cropX2=819&cropY1=100&cropY2=920,1.6,1.6
2236,paolo-bulgari,Paolo Bulgari,Luxury goods,Italy,M,88,https://specials-images.forbesimg.com/imageserve/589faa694bbe6f0e55868f1c/416x416.jpg?background=000000&cropX1=184&cropX2=694&cropY1=56&cropY2=567,1.6,1.6
2237,wu-lanlan,Wu Lanlan & family,Packaging,China,F,51,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2238,koo-kwang-mo,Koo Kwang-mo,LG,South Korea,M,47,https://specials-images.forbesimg.com/imageserve/625f22b912f7ec9a24edc980/416x416.jpg?background=000000&cropX1=0&cropX2=1547&cropY1=143&cropY2=1691,1.6,1.6
2239,chu-mang-yee,Chu Mang Yee & family,Real estate,China,M,65,https://specials-images.forbesimg.com/imageserve/33f3416ee4f4e17cb8ea4cf680b1179c/416x416.jpg?background=000000&cropX1=0&cropX2=688&cropY1=3&cropY2=691,1.6,1.7
2240,yang-ying,Yang Ying & family,pharmaceuticals,China,F,62,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2241,roland-duchatelet,Roland Duchatelet & family,,Belgium,,78,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.7
2242,eduard-kucera,Eduard Kucera,Software,Czech Republic,M,72,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.7
2243,mike-repole,Mike Repole,Sports drink,United States,M,57,https://specials-images.forbesimg.com/imageserve/62447344fb0f582ec6b1927f/416x416.jpg?background=000000&cropX1=327&cropX2=1208&cropY1=276&cropY2=1157,1.6,1.6
2244,sue-gross,Sue Gross,Investments,United States,F,75,https://specials-images.forbesimg.com/imageserve/5bb38c964bbe6f67d2e84e56/416x416.jpg?background=000000&cropX1=0&cropX2=2751&cropY1=212&cropY2=2965,1.6,1.6
2245,aziz-akhannouch,Aziz Akhannouch & family,"Petroleum, diversified",Morocco,M,64,https://specials-images.forbesimg.com/imageserve/5a7fd2694bbe6f2652f536c4/416x416.jpg?background=000000&cropX1=286&cropX2=2317&cropY1=16&cropY2=2049,1.6,1.6
2246,gretel-packer,Gretel Packer,Investments,Australia,F,59,https://specials-images.forbesimg.com/imageserve/65ca4c10a7a315cfe33640bc/416x416.jpg?background=000000&cropX1=161&cropX2=815&cropY1=13&cropY2=667,1.6,1.6
2247,liu-fangyi,Liu Fangyi,Medical equipment,China,M,0,https://specials-images.forbesimg.com/imageserve/600703c5b3e81bc7b68e39c5/416x416.jpg?background=000000&cropX1=269&cropX2=852&cropY1=236&cropY2=819,1.6,1.6
2248,heikki-herlin,Heikki Herlin,"Elevators, escalators",Finland,M,38,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2249,melissa-ma-1,Melissa Ma,Internet search,China,F,0,https://specials-images.forbesimg.com/imageserve/5c6e95c04bbe6f2fbddc4d4d/416x416.jpg?background=000000&cropX1=992&cropX2=4080&cropY1=0&cropY2=3085,1.6,1.6
2250,kc-liu,K.C. Liu,Manufacturing,Taiwan,M,71,https://specials-images.forbesimg.com/imageserve/643ffd38c3782c135b1e5605/416x416.jpg?background=000000&cropX1=0&cropX2=395&cropY1=0&cropY2=395,1.6,1.7
2251,wu-jianbin,Wu Jianbin,auto parts,China,M,45,https://specials-images.forbesimg.com/imageserve/67e5d29887ad2ff07cf56028/416x416.jpg?background=000000&cropX1=0&cropX2=1473&cropY1=297&cropY2=1772,1.6,1.6
2252,hans-thomann,Hans Thomann,music retail ,Germany,M,63,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2253,alberto-alcocer,Alberto Alcocer,Investments,Spain,M,82,https://specials-images.forbesimg.com/imageserve/5e77bb6e10380d0006fbc57e/416x416.jpg?background=000000&cropX1=61&cropX2=1246&cropY1=59&cropY2=1245,1.6,1.6
2254,zhang-shilong,Zhang Shilong & family,Semiconductor,China,M,59,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.7
2255,satish-mehta,Satish Mehta,Pharmaceuticals,India,M,74,http://specials-images.forbesimg.com/imageserve/57dc49a531358e16c589a744/416x416.jpg?background=000000&cropX1=209&cropX2=694&cropY1=118&cropY2=603,1.6,1.7
2256,tom-persson,Tom Persson,H&M,Sweden,M,40,https://specials-images.forbesimg.com/imageserve/d4e25dcb718d51f70610dc7f77137d50/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=105&cropY2=849,1.6,1.6
2257,christina-flugel,Christina Flügel,liquor,Germany,F,50,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2258,larry-culp,Larry Culp,"General Electric, manufacturing",United States,M,62,https://specials-images.forbesimg.com/imageserve/682f38e0f2b96eaf24454d26/416x416.jpg?background=000000&cropX1=796&cropX2=1794&cropY1=3&cropY2=1000,1.6,1.6
2259,jb-straubel,JB Straubel,Tesla,United States,M,49,https://specials-images.forbesimg.com/imageserve/67e4885b694d41cf5f8a6619/416x416.jpg?background=000000&cropX1=2&cropX2=887&cropY1=68&cropY2=953,1.6,1.6
2260,eleonora-berlusconi,Eleonora Berlusconi,Media,Italy,F,39,https://specials-images.forbesimg.com/imageserve/661eaa83bd773d29dc8723de/416x416.jpg?background=000000&cropX1=783&cropX2=1586&cropY1=198&cropY2=1002,1.6,1.6
2261,barbara-berlusconi,Barbara Berlusconi,Media,Italy,F,41,https://specials-images.forbesimg.com/imageserve/661ea86a19aa1e64a86c0116/416x416.jpg?background=000000&cropX1=1116&cropX2=1919&cropY1=131&cropY2=934,1.6,1.6
2261,luigi-berlusconi,Luigi Berlusconi,Media,Italy,M,36,https://specials-images.forbesimg.com/imageserve/661eac8be96eaa021112851f/416x416.jpg?background=000000&cropX1=1964&cropX2=3153&cropY1=40&cropY2=1229,1.6,1.6
2263,ren-jianhua,Ren Jianhua,Kitchen appliances,China,M,69,https://specials-images.forbesimg.com/imageserve/562a5a9ee4b0ffa7afe63015/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=84&cropY2=827,1.6,1.7
2264,chen-yung-tai,Chen Yung-tai,Real estate,Taiwan,M,89,https://specials-images.forbesimg.com/imageserve/63a0c8d1c894b4f0c7e82195/416x416.jpg?background=000000&cropX1=17&cropX2=1674&cropY1=0&cropY2=1658,1.6,1.6
2265,haluk-bayraktar,Haluk Bayraktar,Military drones,Turkey,M,46,https://specials-images.forbesimg.com/imageserve/661f01a4c838cac5a19a895c/416x416.jpg?background=000000&cropX1=480&cropX2=957&cropY1=193&cropY2=669,1.6,1.6
2266,chen-qixing,Chen Qixing,electronics components,China,M,65,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.7
2267,fang-hongbo,Fang Hongbo,Home appliances,China,M,58,https://specials-images.forbesimg.com/imageserve/5a8751a34bbe6f2652f5cacf/416x416.jpg?background=000000&cropX1=863&cropX2=3423&cropY1=109&cropY2=2667,1.6,1.6
2268,thomas-von-koch,Thomas von Koch,Asset management,Sweden,M,59,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2269,ulrike-baro,Ulrike Baro,Biopharmaceuticals,Germany,F,75,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2270,olivia-holding-1,Olivia Holding,Banking,United States,F,61,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2271,huang-yimeng,Huang Yimeng,mobile games,China,M,43,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.7
2272,charles-cohen,Charles Cohen,Real estate,United States,M,73,https://specials-images.forbesimg.com/imageserve/59dbe4314bbe6f37dda036ef/416x416.jpg?background=000000&cropX1=4&cropX2=1997&cropY1=103&cropY2=2096,1.6,1.6
2273,jennifer-steinbrenner-swindal,Jennifer Steinbrenner Swindal,Sports,United States,F,66,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2273,jessica-steinbrenner,Jessica Steinbrenner,Sports,United States,F,61,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2275,onkar-kanwar,Onkar Kanwar,Tires,India,M,82,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.5
2276,zhou-jian-1,Zhou Jian,robotics,China,M,48,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,1.6,1.4
2277,xiang-guangming,Xiang Guangming & family,Waste disposal,China,M,61,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2278,eugene-wu,Eugene Wu,Finance,Taiwan,M,80,https://specials-images.forbesimg.com/imageserve/5e1e4e5bda6d380006299ad2/416x416.jpg?background=000000&cropX1=8&cropX2=718&cropY1=46&cropY2=757,1.6,1.6
2279,krit-ratanarak,Krit Ratanarak,"Media, real estate",Thailand,M,79,https://specials-images.forbesimg.com/imageserve/592861b54bbe6f1b730ac92a/416x416.jpg?background=000000&cropX1=71&cropX2=496&cropY1=42&cropY2=467,1.6,1.6
2280,stephane-bonvin,Stephane Bonvin,Real estate,Switzerland,M,58,https://specials-images.forbesimg.com/imageserve/62461ad38c909b2414503f2b/416x416.jpg?background=000000&cropX1=545&cropX2=1466&cropY1=22&cropY2=943,1.6,1.6
2281,yoshiaki-yoshida,Yoshiaki Yoshida,Cosmetics,Japan,M,84,https://specials-images.forbesimg.com/imageserve/683dccfd49775f8d463579b4/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,1.6,1.6
2282,irfan-razack-1,Irfan Razack,Real estate,India,M,71,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2283,rezwan-razack,Rezwan Razack,Real estate,India,M,70,https://specials-images.forbesimg.com/imageserve/661db862ef4bcc9550456f19/416x416.jpg?background=000000&cropX1=2474&cropX2=3487&cropY1=355&cropY2=1367,1.6,1.6
2283,noaman-razack,Noaman Razack,Real estate,India,M,67,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2285,charlotte-soderstrom,Charlotte Soderstrom,H&M,Sweden,F,48,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2286,gv-prasad,G.V. Prasad,Pharmaceuticals,India,M,64,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2287,rajju-shroff,Rajju Shroff,Agrochemicals,India,M,91,https://specials-images.forbesimg.com/imageserve/5f7b7588fd01e01e5885e95f/416x416.jpg?background=000000&cropX1=69&cropX2=454&cropY1=114&cropY2=499,1.6,1.6
2288,zhang-liguo,Zhang Liguo,skincare,China,M,61,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2289,dean-solon,Dean Solon,Solar systems,United States,M,60,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2290,lillian-teh-li-ming,Lillian Teh Li Ming,Banking,Malaysia,F,0,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2290,william-teh-lee-pang,William Teh Lee Pang,Banking,Malaysia,M,0,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2290,lillyn-teh-li-hua,Lillyn Teh Li Hua,Finance,Malaysia,F,0,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2290,diona-teh-li-shian,Diona Teh Li Shian,Banking,Malaysia,F,0,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2294,hal-steinbrenner,Hal Steinbrenner,Sports,United States,M,56,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2295,lee-su-jin,Lee Su-jin,Hospitality,South Korea,M,47,https://specials-images.forbesimg.com/imageserve/643e9bab38451940ea1e5605/416x416.jpg?background=000000&cropX1=1125&cropX2=2976&cropY1=514&cropY2=2364,1.6,1.6
2296,rolly-van-rappard,Rolly van Rappard,Private Equity,Netherlands,M,64,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2297,william-fisher,William Fisher,Gap,United States,M,68,https://specials-images.forbesimg.com/imageserve/5a84b89f31358e4955ad7c18/416x416.jpg?background=000000&cropX1=1610&cropX2=2325&cropY1=453&cropY2=1168,1.6,1.6
2298,satish-reddy,Satish Reddy,Pharmaceuticals,India,M,58,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2299,carlos-sanchez,Carlos Sanchez,Generic drugs,Brazil,M,63,https://specials-images.forbesimg.com/imageserve/58a0f626a7ea431f32195be9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=29&cropY2=773,1.6,1.6
2300,laurie-tisch,Laurie Tisch,"Loews, New York Giants",United States,F,74,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2300,steven-tisch,Steven Tisch,"Loews, New York Giants",United States,M,76,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2302,david-paul,David Paul,Medical devices,United States,M,58,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2303,sasson-dayan,Sasson Dayan & family,Banking,Brazil,M,85,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2304,sidney-kimmel,Sidney Kimmel,Retail,United States,M,97,https://specials-images.forbesimg.com/imageserve/5a908cca31358e79a28a1eb7/416x416.jpg?background=000000&cropX1=447&cropX2=2035&cropY1=57&cropY2=1646,1.6,1.6
2305,alberto-cortina,Alberto Cortina,Investments,Spain,M,79,https://specials-images.forbesimg.com/imageserve/5e77bbb210380d0006fbc58b/416x416.jpg?background=000000&cropX1=98&cropX2=1212&cropY1=117&cropY2=1232,1.6,1.6
2306,laurans-mendelson,Laurans Mendelson,Aerospace,United States,M,87,https://specials-images.forbesimg.com/imageserve/67e585952a8a8be9bd1c7143/416x416.jpg?background=000000&cropX1=173&cropX2=3775&cropY1=178&cropY2=3780,1.6,1.6
2307,artur-grynbaum-1,Artur Grynbaum,Cosmetics,Brazil,M,56,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2308,nelson-peltz,Nelson Peltz,Investments,United States,M,83,https://specials-images.forbesimg.com/imageserve/5a8ee57ca7ea4316901419c6/416x416.jpg?background=000000&cropX1=373&cropX2=1209&cropY1=142&cropY2=979,1.6,1.6
2309,terence-terry-matthews,Terence (Terry) Matthews,Telecom,Canada,M,82,https://specials-images.forbesimg.com/imageserve/5e744a872a573300068fcda0/416x416.jpg?background=000000&cropX1=546&cropX2=2621&cropY1=58&cropY2=2134,1.6,1.6
2310,said-gutseriev,Said Gutseriev,"Retail, investments",Russia,M,37,https://specials-images.forbesimg.com/imageserve/5c71cd14a7ea431000434c1d/416x416.jpg?background=000000&cropX1=737&cropX2=3308&cropY1=29&cropY2=2599,1.6,1.6
2311,julia-oetker,Julia Oetker,Consumer goods,Germany,F,46,https://specials-images.forbesimg.com/imageserve/5e7629b7c7b02d000666c856/416x416.jpg?background=000000&cropX1=851&cropX2=2990&cropY1=259&cropY2=2399,1.6,1.6
2312,yasuhide-uno,Yasuhide Uno,Payment services,Japan,M,62,https://specials-images.forbesimg.com/imageserve/67ed5655359418967743ec2f/416x416.jpg?background=000000&cropX1=426&cropX2=1323&cropY1=223&cropY2=1120,1.6,1.6
2313,tong-yongsheng,Tong Yongsheng & family,electrical equipment,China,M,60,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.7
2314,lin-lairong,Lin Lairong & family,Iron ore mining,China,M,57,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2315,sharron-hunt,Sharron Hunt & family,Kansas City Chiefs,United States,F,67,https://specials-images.forbesimg.com/imageserve/661d975bd9a3512140e167b4/416x416.jpg?background=000000&cropX1=279&cropX2=673&cropY1=210&cropY2=603,1.6,1.6
2315,daniel-hunt,Daniel Hunt & family,Kansas City Chiefs,United States,M,48,https://specials-images.forbesimg.com/imageserve/661d93b31a5b89342849be11/416x416.jpg?background=000000&cropX1=979&cropX2=1421&cropY1=37&cropY2=479,1.6,1.6
2315,clark-hunt,Clark Hunt & family,Kansas City Chiefs,United States,M,60,https://specials-images.forbesimg.com/imageserve/661d91c701acfb003ab1ca7e/416x416.jpg?background=000000&cropX1=559&cropX2=1328&cropY1=58&cropY2=826,1.6,1.6
2315,lamar-hunt-jr,Lamar Hunt Jr & family,Kansas City Chiefs,United States,M,68,https://specials-images.forbesimg.com/imageserve/661d9513f5220cd6ff98887a/416x416.jpg?background=000000&cropX1=578&cropX2=1371&cropY1=68&cropY2=861,1.6,1.6
2319,evgeny-eugene-shvidler,Evgeny (Eugene) Shvidler,"Metals, investments",United States,M,61,https://specials-images.forbesimg.com/imageserve/56d0cda7e4b0c144a7f65cb5/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=48&cropY2=792,1.6,1.6
2320,wu-zhigang,Wu Zhigang & family,Bakery chain,China,M,90,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2321,leopoldo-espinosa-abdala,Leopoldo Espinosa Abdalá,Pharmaceutical,Mexico,M,0,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2321,fernando-espinosa-abdala,Fernando Espinosa Abdalá,Pharmaceuticals,Mexico,M,75,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2323,ben-ashkenazy,Ben Ashkenazy,Real estate,United States,M,55,https://specials-images.forbesimg.com/imageserve/59ef795e4bbe6f37dda1056d/416x416.jpg?background=000000&cropX1=1613&cropX2=3298&cropY1=1291&cropY2=2975,1.6,1.6
2324,li-haiyan,Li Haiyan,Restaurants,China,F,0,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2325,per-sandberg,Per Sandberg,Pharmaceuticals,Sweden,M,63,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2326,zhang-yin,Zhang Yin,Paper manufacturing,China,F,68,https://specials-images.forbesimg.com/imageserve/5e791e1bd8e1ae0007b75038/416x416.jpg?background=000000&cropX1=901&cropX2=4773&cropY1=28&cropY2=3897,1.6,1.6
2327,eduard-schleicher,Eduard Schleicher,"Cement, Copper",Germany,M,70,https://specials-images.forbesimg.com/imageserve/67e57cbe0b9bacff0a6449ba/416x416.jpg?background=000000&cropX1=242&cropX2=2756&cropY1=0&cropY2=2516,1.6,1.6
2327,ursula-hutter-schleicher,Ursula Hutter-Schleicher,"Cement, Copper",Germany,F,68,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2329,farkhad-akhmedov,Farkhad Akhmedov,Investments,Russia,M,70,https://specials-images.forbesimg.com/imageserve/5c71cb9931358e35dd26fa12/416x416.jpg?background=000000&cropX1=140&cropX2=1588&cropY1=6&cropY2=1455,1.6,1.6
2330,taylor-swift,Taylor Swift,Music,United States,F,35,https://specials-images.forbesimg.com/imageserve/646e6affb9a2a85595a62c39/416x416.jpg?background=000000&cropX1=239&cropX2=1812&cropY1=256&cropY2=1830,1.6,1.6
2331,john-bloor,John Bloor,"Real estate, manufacturing",United Kingdom,M,82,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2332,leonid-simanovsky,Leonid Simanovsky,Investments,Russia,M,76,https://specials-images.forbesimg.com/imageserve/62471cd5f49c0f4de3eac76b/416x416.jpg?background=000000&cropX1=163&cropX2=2292&cropY1=0&cropY2=2127,1.6,1.6
2333,zhu-zhaojiang,Zhu Zhaojiang,Smartphones,China,M,51,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2334,michelle-xia,Michelle Xia,Biotech,United States,F,58,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2335,lucio-co,Lucio Co,Retail,Philippines,M,71,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2336,william-lauder,William Lauder,Estee Lauder,United States,M,65,https://specials-images.forbesimg.com/imageserve/5d8b03a818444200084e744c/416x416.jpg?background=000000&cropX1=336&cropX2=3503&cropY1=194&cropY2=3363,1.6,1.6
2337,alex-beard,Alex Beard,"Mining, commodities",United Kingdom,M,58,https://specials-images.forbesimg.com/imageserve/5c7278914bbe6f51818abdca/416x416.jpg?background=000000&cropX1=1150&cropX2=4556&cropY1=15&cropY2=3419,1.6,1.6
2338,chen-shibin-1,Chen Shibin,Quartz products,China,M,58,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2339,li-jianli,Li Jianli,Battery parts,China,M,52,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2340,luis-enrique-yarur-rey,Luis Enrique Yarur Rey,banking,Chile,M,74,https://specials-images.forbesimg.com/imageserve/5c6db4c9a7ea43100042f1fa/416x416.jpg?background=000000&cropX1=8&cropX2=186&cropY1=50&cropY2=228,1.6,1.5
2341,aloke-lohia,Aloke Lohia,Petrochemicals,India,M,66,https://specials-images.forbesimg.com/imageserve/667c412c46e26fbd07537c08/416x416.jpg?background=000000&cropX1=213&cropX2=1709&cropY1=26&cropY2=1521,1.6,1.5
2342,doris-fisher,Doris Fisher,Gap,United States,F,94,https://specials-images.forbesimg.com/imageserve/8f509677141935bbb172e12367d1e853/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=106&cropY2=850,1.6,1.6
2343,zhu-yiming,Zhu Yiming,Semiconductors,China,M,53,https://specials-images.forbesimg.com/imageserve/6050f48ca1ab099ed6e290cc/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,1.6,1.4
2344,bharat-desai,Bharat Desai,IT consulting,United States,M,72,https://specials-images.forbesimg.com/imageserve/73371aed5d8a47d09f73069801fb7c45/416x416.jpg?background=000000&cropX1=206&cropX2=522&cropY1=60&cropY2=375,1.6,1.6
2345,dong-fan,Dong Fan,Medical devices,China,M,0,https://specials-images.forbesimg.com/imageserve/5c6f04ff31358e35dd26c742/416x416.jpg?background=000000&cropX1=3&cropX2=408&cropY1=8&cropY2=413,1.6,1.5
2346,lu-hongyan,Lu Hongyan,Online games,China,M,48,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2347,antti-aarnio-wihuri,Antti Aarnio-Wihuri,Diversified,Finland,M,85,https://specials-images.forbesimg.com/imageserve/58b739304bbe6f0e5587d172/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=176&cropY2=920,1.6,1.6
2348,shalom-meckenzie,Shalom Meckenzie & family,sports betting,Israel,M,49,https://specials-images.forbesimg.com/imageserve/672960ba8db05aba2346136c/416x416.jpg?background=000000&cropX1=190&cropX2=2143&cropY1=348&cropY2=2302,1.6,1.6
2349,susan-carol-holland,Susan Carol Holland,Hearing aids,Italy,F,69,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.6,1.6
2350,mike-speiser,Mike Speiser,Software,United States,M,54,https://specials-images.forbesimg.com/imageserve/65bbd293b1ba4511a32ee1e4/416x416.jpg?background=000000&cropX1=0&cropX2=413&cropY1=10&cropY2=423,1.6,1.6
2351,filippo-ghirelli,Filippo Ghirelli,"Infrastructure, energy",Italy,M,45,https://specials-images.forbesimg.com/imageserve/689e6a5436b2a8001db11b41/416x416.jpg?background=000000&cropX1=238&cropX2=2501&cropY1=174&cropY2=2439,1.6,1.6
2352,chang-chung-hsing,Chang Chung-Hsing,High-precision gearboxes,Taiwan,M,63,https://specials-images.forbesimg.com/imageserve/683dc5e961f3493340c9d5d1/416x416.jpg?background=000000&cropX1=0&cropX2=800&cropY1=0&cropY2=800,1.6,1.7
2353,robert-mouawad,Robert Mouawad,Fine jewelry,Lebanon,M,80,https://specials-images.forbesimg.com/imageserve/589fcfdf4bbe6f0e5586905e/416x416.jpg?background=000000&cropX1=3&cropX2=742&cropY1=40&cropY2=780,1.5,1.5
2354,karen-virginia-beckmann-legoretta,Karen Virginia Beckmann Legoretta,Tequila,Mexico,F,0,https://st3.depositphotos.com/6672868/13701/v/450/depositphotos_137014128-stock-illustration-user-profile-icon.jpg,1.5,1.6
